"","month_of_analyst_forecast","monthly_returns","excess_returns","February","March","April","May","June","July","August","September","October","November","December","quartile_market_capitalization","quartile_feps","quartile_analyst_following"
"12901","9",0.00561797758564353,-0.00438202241435647,0,0,0,0,0,0,0,1,0,0,0,2,1,2
"12902","10",-0.134078219532967,-0.154078219532967,0,0,0,0,0,0,0,0,1,0,0,2,1,2
"12903","11",-0.00645161280408502,0.023548387195915,0,0,0,0,0,0,0,0,0,1,0,2,1,2
"12904","12",0.234545454382896,0.144545454382896,0,0,0,0,0,0,0,0,0,0,1,2,1,2
"12905","1",0.10426539927721,0.05426539927721,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"12906","2",-0.0123605150729418,-0.0123605150729418,1,0,0,0,0,0,0,0,0,0,0,1,1,1
"12907","3",0.0786026194691658,0.0386026194691658,0,1,0,0,0,0,0,0,0,0,0,1,1,1
"12908","4",-0.0688259080052376,-0.0488259080052376,0,0,1,0,0,0,0,0,0,0,0,1,1,1
"12909","5",0.00921739172190428,-0.0207826082780957,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"12910","6",-0.155844151973724,-0.155844151973724,0,0,0,0,1,0,0,0,0,0,0,1,1,1
"12911","7",0.0410256423056126,0.0210256423056126,0,0,0,0,0,1,0,0,0,0,0,1,1,1
"12912","8",-0.0486699491739273,-0.0986699491739273,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"12913","9",0.0364583320915699,0.0164583320915699,0,0,0,0,0,0,0,1,0,0,0,1,1,1
"12914","10",-0.0502512566745281,-0.0802512566745281,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"12915","11",0.0588359795510769,0.0688359795510769,0,0,0,0,0,0,0,0,0,1,0,1,1,1
"12916","12",0.05527638271451,0.01527638271451,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"12917","1",0.016949100419879,-0.013050899580121,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"12918","2",-0.0579217933118343,-0.0979217933118343,1,0,0,0,0,0,0,0,0,0,0,3,1,1
"12919","3",-0.0315512418746948,-0.0515512418746948,0,1,0,0,0,0,0,0,0,0,0,3,1,1
"12920","4",0.0364253520965576,0.0664253520965576,0,0,1,0,0,0,0,0,0,0,0,3,1,1
"12921","5",0.0212835557758808,0.0112835557758808,0,0,0,1,0,0,0,0,0,0,0,3,1,1
"12922","6",-0.0411752499639988,-0.0811752499639988,0,0,0,0,1,0,0,0,0,0,0,3,1,1
"12923","7",-0.0695593953132629,-0.0395593953132629,0,0,0,0,0,1,0,0,0,0,0,3,1,1
"12924","8",-0.019831720739603,-0.039831720739603,0,0,0,0,0,0,1,0,0,0,0,3,1,1
"12925","9",-0.0374200008809566,-0.0774200008809566,0,0,0,0,0,0,0,1,0,0,0,3,1,1
"12926","10",0.0242966953665018,0.0042966953665018,0,0,0,0,0,0,0,0,1,0,0,3,1,1
"12927","11",0.0275905318558216,-0.0524094681441784,0,0,0,0,0,0,0,0,0,1,0,3,1,1
"12928","12",-0.00487806741148233,-0.0348780674114823,0,0,0,0,0,0,0,0,0,0,1,3,1,1
"12929","1",0.0699432268738747,0.0299432268738747,0,0,0,0,0,0,0,0,0,0,0,2,1,2
"12930","2",0.00300353649072349,-0.0169964635092765,1,0,0,0,0,0,0,0,0,0,0,2,1,2
"12931","3",-0.103118352591991,-0.123118352591991,0,1,0,0,0,0,0,0,0,0,0,2,1,2
"12932","4",-0.020545182749629,-0.030545182749629,0,0,1,0,0,0,0,0,0,0,0,2,1,2
"12933","5",-0.0183542184531689,0.0116457815468311,0,0,0,1,0,0,0,0,0,0,0,2,1,2
"12934","6",0.0157285202294588,0.0257285202294588,0,0,0,0,1,0,0,0,0,0,0,2,1,2
"12935","7",-0.0965770483016968,-0.0965770483016968,0,0,0,0,0,1,0,0,0,0,0,2,1,2
"12936","8",0.0236806664615869,-0.0063193335384131,0,0,0,0,0,0,1,0,0,0,0,2,1,2
"12937","9",0.0204262472689152,0.0004262472689152,0,0,0,0,0,0,0,1,0,0,0,2,1,2
"12938","10",0.0517841838300228,0.0117841838300228,0,0,0,0,0,0,0,0,1,0,0,2,1,2
"12939","11",0.00599914416670799,-0.014000855833292,0,0,0,0,0,0,0,0,0,1,0,2,1,2
"12940","12",0.00911355577409267,-0.0208864442259073,0,0,0,0,0,0,0,0,0,0,1,2,1,2
"12941","3",-0.0840092599391937,-0.0940092599391937,0,1,0,0,0,0,0,0,0,0,0,1,1,2
"12942","4",-0.0281467828899622,-0.0481467828899622,0,0,1,0,0,0,0,0,0,0,0,1,1,2
"12943","5",-0.015619901008904,0.004380098991096,0,0,0,1,0,0,0,0,0,0,0,1,1,2
"12944","6",-0.0188429653644562,0.0011570346355438,0,0,0,0,1,0,0,0,0,0,0,1,1,2
"12945","7",-0.00471696071326733,0.0152830392867327,0,0,0,0,0,1,0,0,0,0,0,1,1,2
"12946","8",-0.099526084959507,-0.039526084959507,0,0,0,0,0,0,1,0,0,0,0,1,1,2
"12947","9",-0.16052633523941,-0.04052633523941,0,0,0,0,0,0,0,1,0,0,0,1,1,2
"12948","10",0.313927471637726,0.193927471637726,0,0,0,0,0,0,0,0,1,0,0,1,1,2
"12949","11",0.0385139435529709,0.0485139435529709,0,0,0,0,0,0,0,0,0,1,0,1,1,2
"12950","12",-0.0452904216945171,-0.0352904216945171,0,0,0,0,0,0,0,0,0,0,1,1,1,2
"12951","2",-0.049496203660965,-0.089496203660965,1,0,0,0,0,0,0,0,0,0,0,1,3,4
"12952","3",-0.0386654138565063,-0.0386654138565063,0,1,0,0,0,0,0,0,0,0,0,1,3,4
"12953","4",0.0726564973592758,0.102656497359276,0,0,1,0,0,0,0,0,0,0,0,1,3,4
"12954","5",-0.223162963986397,-0.073162963986397,0,0,0,1,0,0,0,0,0,0,0,1,3,4
"12955","6",-0.058777742087841,-0.088777742087841,0,0,0,0,1,0,0,0,0,0,0,1,3,4
"12956","7",0.0827129855751991,0.112712985575199,0,0,0,0,0,1,0,0,0,0,0,1,3,4
"12957","8",0.120320841670036,0.060320841670036,0,0,0,0,0,0,1,0,0,0,0,1,3,4
"12958","9",0.00477324891835451,-0.0452267510816455,0,0,0,0,0,0,0,1,0,0,0,1,3,4
"12959","10",-0.0033932295627892,0.0166067704372108,0,0,0,0,0,0,0,0,1,0,0,1,3,4
"12960","11",0.0289410427212715,0.0089410427212715,0,0,0,0,0,0,0,0,0,1,0,1,3,4
"12961","12",0.0522832535207272,-0.0177167464792728,0,0,0,0,0,0,0,0,0,0,1,1,3,4
"12962","2",0.0420951507985592,-0.0279048492014408,1,0,0,0,0,0,0,0,0,0,0,1,2,3
"12963","3",-0.0422308966517448,-0.0422308966517448,0,1,0,0,0,0,0,0,0,0,0,1,2,3
"12964","4",0.114545859396458,0.124545859396458,0,0,1,0,0,0,0,0,0,0,0,1,2,3
"12965","5",0.0642872899770737,0.0442872899770737,0,0,0,1,0,0,0,0,0,0,0,1,2,3
"12966","6",0.129090890288353,0.079090890288353,0,0,0,0,1,0,0,0,0,0,0,1,2,3
"12967","7",-0.043657161295414,-0.003657161295414,0,0,0,0,0,1,0,0,0,0,0,1,2,3
"12968","8",-0.079700693488121,-0.119700693488121,0,0,0,0,0,0,1,0,0,0,0,1,2,3
"12969","9",-0.150030449032784,-0.080030449032784,0,0,0,0,0,0,0,1,0,0,0,1,2,3
"12970","10",-0.283425062894821,-0.283425062894821,0,0,0,0,0,0,0,0,1,0,0,1,2,3
"12971","11",-0.386515349149704,-0.366515349149704,0,0,0,0,0,0,0,0,0,1,0,1,2,3
"12972","12",-0.100108720362186,-0.080108720362186,0,0,0,0,0,0,0,0,0,0,1,1,2,3
"12973","2",0.0662202686071396,-0.0537797313928604,1,0,0,0,0,0,0,0,0,0,0,1,4,3
"12974","3",-0.0076761799864471,0.0323238200135529,0,1,0,0,0,0,0,0,0,0,0,1,4,3
"12975","4",0.261603385210037,0.161603385210037,0,0,1,0,0,0,0,0,0,0,0,1,4,3
"12976","5",-0.0535117611289024,-0.0135117611289024,0,0,0,1,0,0,0,0,0,0,0,1,4,3
"12977","6",-0.0665488317608833,-0.0165488317608833,0,0,0,0,1,0,0,0,0,0,0,1,4,3
"12978","7",-0.392429023981094,-0.232429023981094,0,0,0,0,0,1,0,0,0,0,0,1,4,3
"12979","8",0.158878475427628,0.198878475427628,0,0,0,0,0,0,1,0,0,0,0,1,4,3
"12980","9",-0.222222179174423,-0.072222179174423,0,0,0,0,0,0,0,1,0,0,0,1,4,3
"12981","10",0.3398617208004,0.2198617208004,0,0,0,0,0,0,0,0,1,0,0,1,4,3
"12982","11",-0.0120378630235791,0.0079621369764209,0,0,0,0,0,0,0,0,0,1,0,1,4,3
"12983","12",-0.358572661876679,-0.248572661876679,0,0,0,0,0,0,0,0,0,0,1,1,4,3
"12984","2",0.00747662829235196,0.027476628292352,1,0,0,0,0,0,0,0,0,0,0,1,4,4
"12985","3",0.350649416446686,0.100649416446686,0,1,0,0,0,0,0,0,0,0,0,1,4,4
"12986","4",0.331043869256973,0.141043869256973,0,0,1,0,0,0,0,0,0,0,0,1,4,4
"12987","5",0.0361197516322136,0.0861197516322136,0,0,0,1,0,0,0,0,0,0,0,1,4,4
"12988","6",-0.069721095263958,-0.119721095263958,0,0,0,0,1,0,0,0,0,0,0,1,4,4
"12989","7",-0.18629552423954,-0.20629552423954,0,0,0,0,0,1,0,0,0,0,0,1,4,4
"12990","8",0.247368380427361,0.217368380427361,0,0,0,0,0,0,1,0,0,0,0,1,4,4
"12991","9",0.209915697574616,0.169915697574616,0,0,0,0,0,0,0,1,0,0,0,1,4,4
"12992","10",-0.0854403227567673,-0.0354403227567673,0,0,0,0,0,0,0,0,1,0,0,1,4,4
"12993","11",0.427073448896408,0.287073448896408,0,0,0,0,0,0,0,0,0,1,0,1,4,4
"12994","12",0.0113560501486063,-0.0186439498513937,0,0,0,0,0,0,0,0,0,0,1,1,4,4
"12995","2",0.00141439202707261,0.0114143920270726,1,0,0,0,0,0,0,0,0,0,0,1,3,2
"12996","3",0.0070621739141643,0.0370621739141643,0,1,0,0,0,0,0,0,0,0,0,1,3,2
"12997","4",-0.16269288957119,-0.12269288957119,0,0,1,0,0,0,0,0,0,0,0,1,3,2
"12998","5",-0.182579517364502,-0.112579517364502,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"12999","6",-0.175204917788506,-0.195204917788506,0,0,0,0,1,0,0,0,0,0,0,1,3,2
"13000","7",-0.0335403680801392,-0.0635403680801392,0,0,0,0,0,1,0,0,0,0,0,1,3,2
"13001","8",-0.0616966597735882,-0.0216966597735882,0,0,0,0,0,0,1,0,0,0,0,1,3,2
"13002","9",0.249315023422241,0.149315023422241,0,0,0,0,0,0,0,1,0,0,0,1,3,2
"13003","10",0.0361842028796673,0.0561842028796673,0,0,0,0,0,0,0,0,1,0,0,1,3,2
"13004","11",0.0825396552681923,0.0525396552681923,0,0,0,0,0,0,0,0,0,1,0,1,3,2
"13005","12",-0.177908092737198,-0.237908092737198,0,0,0,0,0,0,0,0,0,0,1,1,3,2
"13006","2",-0.0900692567229271,-6.92567229270968e-05,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"13007","3",0.027918815612793,0.047918815612793,0,1,0,0,0,0,0,0,0,0,0,1,3,3
"13008","4",0.361728310585022,0.301728310585022,0,0,1,0,0,0,0,0,0,0,0,1,3,3
"13009","5",0.181323662400246,0.121323662400246,0,0,0,1,0,0,0,0,0,0,0,1,3,3
"13010","6",-0.00460471725091338,-0.00460471725091338,0,0,0,0,1,0,0,0,0,0,0,1,3,3
"13011","7",-0.0578257516026497,-0.0878257516026497,0,0,0,0,0,1,0,0,0,0,0,1,3,3
"13012","8",0.101472973823547,0.101472973823547,0,0,0,0,0,0,1,0,0,0,0,1,3,3
"13013","9",0.0534918457269669,0.0634918457269669,0,0,0,0,0,0,0,1,0,0,0,1,3,3
"13014","10",-0.290550053119659,-0.140550053119659,0,0,0,0,0,0,0,0,1,0,0,1,3,3
"13015","11",-0.290258496999741,-0.230258496999741,0,0,0,0,0,0,0,0,0,1,0,1,3,3
"13016","12",-0.225490152835846,-0.025490152835846,0,0,0,0,0,0,0,0,0,0,1,1,3,3
"13017","1",-0.0641330182552338,-0.204133018255234,0,0,0,0,0,0,0,0,0,0,0,3,1,2
"13018","2",0.100000001490116,0.030000001490116,1,0,0,0,0,0,0,0,0,0,0,3,1,2
"13019","3",-0.0524873100221157,-0.0224873100221157,0,1,0,0,0,0,0,0,0,0,0,3,1,2
"13020","4",-0.0485175214707851,-0.0285175214707851,0,0,1,0,0,0,0,0,0,0,0,3,1,2
"13021","5",0.0708215311169624,0.0908215311169624,0,0,0,1,0,0,0,0,0,0,0,3,1,2
"13022","6",-0.0282539688050747,-0.0082539688050747,0,0,0,0,1,0,0,0,0,0,0,3,1,2
"13023","7",-0.0191780813038349,-0.0591780813038349,0,0,0,0,0,1,0,0,0,0,0,3,1,2
"13024","8",-0.0363128483295441,-0.0063128483295441,0,0,0,0,0,0,1,0,0,0,0,3,1,2
"13025","9",0.0422028973698616,0.0322028973698616,0,0,0,0,0,0,0,1,0,0,0,3,1,2
"13026","10",0.0840336158871651,0.0440336158871651,0,0,0,0,0,0,0,0,1,0,0,3,1,2
"13027","11",0.0232558138668537,-0.0567441861331463,0,0,0,0,0,0,0,0,0,1,0,3,1,2
"13028","12",0.0796969681978226,0.0496969681978226,0,0,0,0,0,0,0,0,0,0,1,3,1,2
"13029","1",-0.04941176623106,-0.08941176623106,0,0,0,0,0,0,0,0,0,0,0,4,1,2
"13030","2",0.0396039597690105,0.0196039597690105,1,0,0,0,0,0,0,0,0,0,0,4,1,2
"13031","3",0.106666669249535,0.066666669249535,0,1,0,0,0,0,0,0,0,0,0,4,1,2
"13032","4",-0.0454545468091965,-0.0254545468091965,0,0,1,0,0,0,0,0,0,0,0,4,1,2
"13033","5",-0.0294784586876631,-0.0594784586876631,0,0,0,1,0,0,0,0,0,0,0,4,1,2
"13034","6",0.0579439252614975,0.0479439252614975,0,0,0,0,1,0,0,0,0,0,0,4,1,2
"13035","7",-0.0399999991059303,-0.0499999991059303,0,0,0,0,0,1,0,0,0,0,0,4,1,2
"13036","8",-0.0370370373129845,-0.0870370373129845,0,0,0,0,0,0,1,0,0,0,0,4,1,2
"13037","9",0.00504807708784938,-0.00495192291215062,0,0,0,0,0,0,0,1,0,0,0,4,1,2
"13038","10",-0.0753012076020241,-0.105301207602024,0,0,0,0,0,0,0,0,1,0,0,4,1,2
"13039","11",-0.0260586310178041,0.0039413689821959,0,0,0,0,0,0,0,0,0,1,0,4,1,2
"13040","12",0.0551170557737351,0.0151170557737351,0,0,0,0,0,0,0,0,0,0,1,4,1,2
"13041","1",-0.0415335446596146,-0.0915335446596146,0,0,0,0,0,0,0,0,0,0,0,4,1,3
"13042","2",-0.00266664498485625,0.00733335501514375,1,0,0,0,0,0,0,0,0,0,0,4,1,3
"13043","3",-0.0202941168099642,0.0397058831900358,0,1,0,0,0,0,0,0,0,0,0,4,1,3
"13044","4",0,-0.01,0,0,1,0,0,0,0,0,0,0,0,4,1,3
"13045","5",0.0113636367022991,0.0013636367022991,0,0,0,1,0,0,0,0,0,0,0,4,1,3
"13046","6",0.0355056189000606,0.0655056189000606,0,0,0,0,1,0,0,0,0,0,0,4,1,3
"13047","7",-0.025547444820404,-0.055547444820404,0,0,0,0,0,1,0,0,0,0,0,4,1,3
"13048","8",0.0411985032260418,-0.0188014967739582,0,0,0,0,0,0,1,0,0,0,0,4,1,3
"13049","9",-0.127769783139229,-0.117769783139229,0,0,0,0,0,0,0,1,0,0,0,4,1,3
"13050","10",-0.0375000014901161,-0.0375000014901161,0,0,0,0,0,0,0,0,1,0,0,4,1,3
"13051","11",-0.0692640691995621,-0.0292640691995621,0,0,0,0,0,0,0,0,0,1,0,4,1,3
"13052","12",-0.0442790687084198,-0.0542790687084198,0,0,0,0,0,0,0,0,0,0,1,4,1,3
"13053","1",0.16256158053875,0.15256158053875,0,0,0,0,0,0,0,0,0,0,0,4,1,2
"13054","2",-0.00847457628697157,-0.0384745762869716,1,0,0,0,0,0,0,0,0,0,0,4,1,2
"13055","3",-0.0140170939266682,-0.0440170939266682,0,1,0,0,0,0,0,0,0,0,0,4,1,2
"13056","4",0.0350877195596695,0.0050877195596695,0,0,1,0,0,0,0,0,0,0,0,4,1,2
"13057","5",0.177966102957725,0.147966102957725,0,0,0,1,0,0,0,0,0,0,0,4,1,2
"13058","6",-0.0621582716703415,-0.102158271670341,0,0,0,0,1,0,0,0,0,0,0,4,1,2
"13059","7",-0.0155038759112358,-0.0655038759112358,0,0,0,0,0,1,0,0,0,0,0,4,1,2
"13060","8",0.0590551197528839,0.0390551197528839,0,0,0,0,0,0,1,0,0,0,0,4,1,2
"13061","9",0.0956133827567101,0.0756133827567101,0,0,0,0,0,0,0,1,0,0,0,4,1,2
"13062","10",-0.0753424689173698,-0.0253424689173698,0,0,0,0,0,0,0,0,1,0,0,4,1,2
"13063","11",0.133333340287209,0.103333340287209,0,0,0,0,0,0,0,0,0,1,0,4,1,2
"13064","12",-0.00745098013430834,-0.0274509801343083,0,0,0,0,0,0,0,0,0,0,1,4,1,2
"13065","1",0.0552325583994389,-0.0247674416005611,0,0,0,0,0,0,0,0,0,0,0,3,1,4
"13066","2",-0.0275482088327408,-0.0275482088327408,1,0,0,0,0,0,0,0,0,0,0,3,1,4
"13067","3",-0.0793201103806496,-0.00932011038064959,0,1,0,0,0,0,0,0,0,0,0,3,1,4
"13068","4",0.0660377368330956,0.0360377368330956,0,0,1,0,0,0,0,0,0,0,0,3,1,4
"13069","5",0.020648967474699,-0.089351032525301,0,0,0,1,0,0,0,0,0,0,0,3,1,4
"13070","6",0.128728330135345,0.078728330135345,0,0,0,0,1,0,0,0,0,0,0,3,1,4
"13071","7",0.158709675073624,0.068709675073624,0,0,0,0,0,1,0,0,0,0,0,3,1,4
"13072","8",-0.0456570163369179,-0.0456570163369179,0,0,0,0,0,0,1,0,0,0,0,3,1,4
"13073","9",0.0526021011173725,-0.0273978988826275,0,0,0,0,0,0,0,1,0,0,0,3,1,4
"13074","10",-0.0691964253783226,-0.0191964253783226,0,0,0,0,0,0,0,0,1,0,0,3,1,4
"13075","11",-0.014388489536941,-0.004388489536941,0,0,0,0,0,0,0,0,0,1,0,3,1,4
"13076","12",0.0645742118358612,0.0545742118358612,0,0,0,0,0,0,0,0,0,0,1,3,1,4
"13077","1",0.0717948749661446,0.0017948749661446,0,0,0,0,0,0,0,0,0,0,0,3,4,4
"13078","2",0.0047846888191998,-0.0952153111808002,1,0,0,0,0,0,0,0,0,0,0,3,4,4
"13079","3",0.0238095242530107,0.0038095242530107,0,1,0,0,0,0,0,0,0,0,0,3,4,4
"13080","4",0.0285714287310839,0.0185714287310839,0,0,1,0,0,0,0,0,0,0,0,3,4,4
"13081","5",-0.0138888889923692,-0.0138888889923692,0,0,0,1,0,0,0,0,0,0,0,3,4,4
"13082","6",0.0187793429940939,-0.0512206570059061,0,0,0,0,1,0,0,0,0,0,0,3,4,4
"13083","7",-0.0141509436070919,-0.0141509436070919,0,0,0,0,0,1,0,0,0,0,0,3,4,4
"13084","8",0.0143540669232607,0.0343540669232607,0,0,0,0,0,0,1,0,0,0,0,3,4,4
"13085","9",-0.00943396240472794,-0.0494339624047279,0,0,0,0,0,0,0,1,0,0,0,3,4,4
"13086","10",0.0341463424265385,0.0241463424265385,0,0,0,0,0,0,0,0,1,0,0,3,4,4
"13087","11",-0.0188679248094559,0.0111320751905441,0,0,0,0,0,0,0,0,0,1,0,3,4,4
"13088","12",0,-0.03,0,0,0,0,0,0,0,0,0,0,1,3,4,4
"13089","1",0.103448279201984,0.033448279201984,0,0,0,0,0,0,0,0,0,0,0,3,3,3
"13090","2",-0.0267857145518064,-0.0267857145518064,1,0,0,0,0,0,0,0,0,0,0,3,3,3
"13091","3",0.013761468231678,-0.006238531768322,0,1,0,0,0,0,0,0,0,0,0,3,3,3
"13092","4",0,-0.03,0,0,1,0,0,0,0,0,0,0,0,3,3,3
"13093","5",0.0370370373129845,0.0070370373129845,0,0,0,1,0,0,0,0,0,0,0,3,3,3
"13094","6",0,-0.01,0,0,0,0,1,0,0,0,0,0,0,3,3,3
"13095","7",0.0273972600698471,-0.0326027399301529,0,0,0,0,0,1,0,0,0,0,0,3,3,3
"13096","8",0.0444444455206394,0.0144444455206394,0,0,0,0,0,0,1,0,0,0,0,3,3,3
"13097","9",0.034042552113533,0.024042552113533,0,0,0,0,0,0,0,1,0,0,0,3,3,3
"13098","10",-0.0588235296308994,0.0111764703691006,0,0,0,0,0,0,0,0,1,0,0,3,3,3
"13099","11",0.0892857164144516,0.0792857164144516,0,0,0,0,0,0,0,0,0,1,0,3,3,3
"13100","12",-0.00819672085344791,-0.0181967208534479,0,0,0,0,0,0,0,0,0,0,1,3,3,3
"13101","1",0.0136054418981075,-0.0863945581018925,0,0,0,0,0,0,0,0,0,0,0,3,4,3
"13102","2",0.0805369094014168,-0.0594630905985832,1,0,0,0,0,0,0,0,0,0,0,3,4,3
"13103","3",-0.0621118023991585,-0.122111802399159,0,1,0,0,0,0,0,0,0,0,0,3,4,3
"13104","4",0.0134228188544512,0.0134228188544512,0,0,1,0,0,0,0,0,0,0,0,3,4,3
"13105","5",0.11258278042078,0.07258278042078,0,0,0,1,0,0,0,0,0,0,0,3,4,3
"13106","6",0.0297619048506021,0.0697619048506021,0,0,0,0,1,0,0,0,0,0,0,3,4,3
"13107","7",0.122807018458843,0.072807018458843,0,0,0,0,0,1,0,0,0,0,0,3,4,3
"13108","8",0.03125,0.02125,0,0,0,0,0,0,1,0,0,0,0,3,4,3
"13109","9",-0.0410876423120499,-0.0510876423120499,0,0,0,0,0,0,0,1,0,0,0,3,4,3
"13110","10",-0.0320855602622032,-0.0320855602622032,0,0,0,0,0,0,0,0,1,0,0,3,4,3
"13111","11",-0.149171277880669,-0.109171277880669,0,0,0,0,0,0,0,0,0,1,0,3,4,3
"13112","12",-0.0584415569901466,-0.118441556990147,0,0,0,0,0,0,0,0,0,0,1,3,4,3
"13113","1",0.0629370659589767,0.00293706595897671,0,0,0,0,0,0,0,0,0,0,0,3,3,3
"13114","2",0.0197368413209915,-0.0202631586790085,1,0,0,0,0,0,0,0,0,0,0,3,3,3
"13115","3",0.00645161280408502,0.026451612804085,0,1,0,0,0,0,0,0,0,0,0,3,3,3
"13116","4",0.0779220759868622,0.0779220759868622,0,0,1,0,0,0,0,0,0,0,0,3,3,3
"13117","5",0.0602409653365612,0.0402409653365612,0,0,0,1,0,0,0,0,0,0,0,3,3,3
"13118","6",-0.0965909063816071,-0.0465909063816071,0,0,0,0,1,0,0,0,0,0,0,3,3,3
"13119","7",0.0445859879255295,-0.0054140120744705,0,0,0,0,0,1,0,0,0,0,0,3,3,3
"13120","8",-0.0304878056049347,-0.0104878056049347,0,0,0,0,0,0,1,0,0,0,0,3,3,3
"13121","9",-0.100628927350044,-0.110628927350044,0,0,0,0,0,0,0,1,0,0,0,3,3,3
"13122","10",-0.0354609936475754,-0.0554609936475754,0,0,0,0,0,0,0,0,1,0,0,3,3,3
"13123","11",0.0514705888926983,-0.0085294111073017,0,0,0,0,0,0,0,0,0,1,0,3,3,3
"13124","12",-0.0349650345742702,-0.0849650345742702,0,0,0,0,0,0,0,0,0,0,1,3,3,3
"13125","2",0.0872483253479004,0.0772483253479004,1,0,0,0,0,0,0,0,0,0,0,2,3,1
"13126","3",0.0987654328346252,0.0587654328346252,0,1,0,0,0,0,0,0,0,0,0,2,3,1
"13127","4",0.00568181835114956,0.0256818183511496,0,0,1,0,0,0,0,0,0,0,0,2,3,1
"13128","5",-0.0169491525739431,-0.0569491525739431,0,0,0,1,0,0,0,0,0,0,0,2,3,1
"13129","6",-0.0229885056614876,-0.0329885056614876,0,0,0,0,1,0,0,0,0,0,0,2,3,1
"13130","7",0.00595238106325269,-0.00404761893674731,0,0,0,0,0,1,0,0,0,0,0,2,3,1
"13131","8",0.0118343196809292,-0.0381656803190708,0,0,0,0,0,0,1,0,0,0,0,2,3,1
"13132","9",-0.0233918130397797,-0.0333918130397797,0,0,0,0,0,0,0,1,0,0,0,2,3,1
"13133","10",-0.0969696938991547,-0.136969693899155,0,0,0,0,0,0,0,0,1,0,0,2,3,1
"13134","11",-0.0469798669219017,-0.0369798669219017,0,0,0,0,0,0,0,0,0,1,0,2,3,1
"13135","12",-0.0281690135598183,-0.0681690135598183,0,0,0,0,0,0,0,0,0,0,1,2,3,1
"13136","1",0.0588235296308994,0.0188235296308994,0,0,0,0,0,0,0,0,0,0,0,2,4,3
"13137","2",0.00694444449618459,0.0169444444961846,1,0,0,0,0,0,0,0,0,0,0,2,4,3
"13138","3",-0.0965517237782478,-0.0465517237782478,0,1,0,0,0,0,0,0,0,0,0,2,4,3
"13139","4",0.100775197148323,0.090775197148323,0,0,1,0,0,0,0,0,0,0,0,2,4,3
"13140","5",0.0915492922067642,0.0915492922067642,0,0,0,1,0,0,0,0,0,0,0,2,4,3
"13141","6",-0.01290322560817,0.01709677439183,0,0,0,0,1,0,0,0,0,0,0,2,4,3
"13142","7",0.0529801324009895,0.0129801324009895,0,0,0,0,0,1,0,0,0,0,0,2,4,3
"13143","8",0.1194968521595,0.0794968521595,0,0,0,0,0,0,1,0,0,0,0,2,4,3
"13144","9",-0.0449438206851482,-0.0349438206851482,0,0,0,0,0,0,0,1,0,0,0,2,4,3
"13145","10",0.0416666679084301,0.0416666679084301,0,0,0,0,0,0,0,0,1,0,0,2,4,3
"13146","11",-0.102857142686844,-0.062857142686844,0,0,0,0,0,0,0,0,0,1,0,2,4,3
"13147","12",-0.00636942684650421,-0.0163694268465042,0,0,0,0,0,0,0,0,0,0,1,2,4,3
"13148","1",0.00584795325994492,-0.0141520467400551,0,0,0,0,0,0,0,0,0,0,0,3,3,2
"13149","2",0.075581394135952,0.055581394135952,1,0,0,0,0,0,0,0,0,0,0,3,3,2
"13150","3",0.162162154912949,0.132162154912949,0,1,0,0,0,0,0,0,0,0,0,3,3,2
"13151","4",-0.0375586859881878,-0.0775586859881878,0,0,1,0,0,0,0,0,0,0,0,3,3,2
"13152","5",0.00975609757006168,-0.0202439024299383,0,0,0,1,0,0,0,0,0,0,0,3,3,2
"13153","6",-0.0338164232671261,-0.0238164232671261,0,0,0,0,1,0,0,0,0,0,0,3,3,2
"13154","7",-0.0959595963358879,-0.0459595963358879,0,0,0,0,0,1,0,0,0,0,0,3,3,2
"13155","8",0.0391061455011368,-0.0008938544988632,0,0,0,0,0,0,1,0,0,0,0,3,3,2
"13156","9",0.0161290317773819,-0.0238709682226181,0,0,0,0,0,0,0,1,0,0,0,3,3,2
"13157","10",0.0481283403933048,0.0381283403933048,0,0,0,0,0,0,0,0,1,0,0,3,3,2
"13158","11",-0.0204081628471613,-0.0704081628471613,0,0,0,0,0,0,0,0,0,1,0,3,3,2
"13159","12",-0.015625,-0.025625,0,0,0,0,0,0,0,0,0,0,1,3,3,2
"13160","1",-0.130063965916634,-0.120063965916634,0,0,0,0,0,0,0,0,0,0,0,3,2,1
"13161","2",0.00245098047889769,-0.0775490195211023,1,0,0,0,0,0,0,0,0,0,0,3,2,1
"13162","3",0.151589244604111,0.101589244604111,0,1,0,0,0,0,0,0,0,0,0,3,2,1
"13163","4",0.00856531038880348,-0.00143468961119652,0,0,1,0,0,0,0,0,0,0,0,3,2,1
"13164","5",-0.0615711249411106,-0.0315711249411106,0,0,0,1,0,0,0,0,0,0,0,3,2,1
"13165","6",-0.0135746607556939,0.0064253392443061,0,0,0,0,1,0,0,0,0,0,0,3,2,1
"13166","7",-0.175925925374031,-0.115925925374031,0,0,0,0,0,1,0,0,0,0,0,3,2,1
